,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
269,UCAD,468,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : lettres classiques",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Lettres classiques
270,UCAD,469,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : lettres modernes",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Philosophie,Lettres modernes
271,UCAD,474,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : russe",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Russe
272,UCAD,466,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences humaines et sociales, Option : histoire-géographie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Histoire-Géographie
273,UCAD,470,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : mathématiques",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Mathématiques
274,UCAD,472,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : physique-chimie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Physique-Chimie
275,UCAD,475,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : sciences de la vie et de la terre",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Science de la Vie et de la Terre
276,UCAD,471,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat, sciences humaines et sociales, Option : philosophie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Philosophie
277,UCAD,461,Autre Certificat,Mixte,Hybride,Non déterminée,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement élémentaire et de l'Education prescolaire (CAIEE), Spécialité : français",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l'Enseignement élémentaire et de l'Education prescolaire,Français
278,UCAD,460,Autre Certificat,Mixte,Hybride,Non déterminée,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement élémentaire et de l'Education prescolaire (CAIEE), Spécialité : français/arabe",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l'Enseignement élémentaire et de l'Education prescolaire,Français/Arabe
279,UCAD,459,Doctorat,Initiale,Présentielle,Non Payante,Doctorat en Education et Formation,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
280,UCAD,457,Doctorat,Initiale,Présentielle,Non Payante,Doctorat en didactique des mathématiques,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
281,UCAD,458,Diplôme de Licence,Continue,Hybride,Payante,"Licence professionnelle en Santé publique, spécialité éducation et promotion de la santé",Sciences de l'Education et de la Formation,Education à la santé,Education et promotion de la santé,
282,UCAD,341,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité entrainement sportif et performance",Sciences de l'Education et de la Formation,"Science et Techniques des Activités Physiques, sportives, de jeunesse et du loisir",Entrainement Sportif et performance,
283,UCAD,43,Diplôme de Master,Mixte,Hybride,Non Payante,"Maste en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Espagnol",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Espagnol
284,UCAD,40,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Allemand",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Allemand
285,UCAD,519,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Anglais",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Anglais
286,UCAD,42,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Arabe",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Arabe
287,UCAD,44,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Italien",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Italien
288,UCAD,45,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Lettres classiques",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Lettres modernes
289,UCAD,46,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Lettres modernes",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Lettres Classique
290,UCAD,47,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Portugais",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Portugais
291,UCAD,48,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Russe",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Russe
292,UCAD,488,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : Développement intégré de la petite enfance",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Développement intégré de la petite enfance ,
293,UCAD,489,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : didactique des disciplines",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Didactique des disciplines,
294,UCAD,492,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : sciences de l'éducation",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Sciences de l'education,
295,UCAD,490,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : éducation au développement durable",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Education au Développement durable,
296,UCAD,491,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : éducation inclusive",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Education inclusive,
297,UCAD,485,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en administration et gestion de l'éducation et de la formation, Spécialité : pilotage des systèmes éducatifs",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Pilotage des Systèmes educatifs,
298,UCAD,486,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en administration et gestion de l'éducation et de la formation, Spécialité : politique sectorielle",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Politique sectorielle,
299,UCAD,37,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en lettres, langues et arts, mention littérature et civilisations, spécialité études germaniques interculturelles",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Etude germanique interculturelle,
300,UCAD,342,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master professionnel en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité activités socio-éducatives",Sciences de l'Education et de la Formation,"Science et Techniques des Activités Physiques, sportives, de jeunesse et du loisir",Activités socioéducatives,
301,UCAD,487,Diplôme de Master,Initiale,Hybride,Payante,"Master professionnel en sciences et technologies de la formation,spécialité ingénierie et conseil en formation",Sciences de l'Education et de la Formation,Sciences et technologies de la formation,Ingénierie et Conseil en formation,
302,UCAD,188,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,Diplôme Universitaire en sciences de la santé mention Analyse des Risques et Management de la Qualité Sanitaire et Phytosanitaire,Sciences de la Santé,Sciences pharmaceutiques,Analyse des risques sanitaires,
303,UCAD,733,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme Universitaire en sciences de la santé mention sciences médicales, spécialité Hypertension artérielle",Sciences de la Santé,Médecine,Cardiolgie,
304,UCAD,734,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme Universitaire en sciences de la santé mention sciences médicales, spécialité échographie cardiaque",Sciences de la Santé,Médecine,Cardiolgie,
305,UCAD,587,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme d' Etat de Docteur en sciences de la santé, mention chirurgie dentaire",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
306,UCAD,588,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme d'Etat de Docteur en sciences de la santé, mention pharmacie",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
307,UCAD,714,Autre,Continue,Présentielle,Payante,"Diplôme d'Université en sciences de la santé mention sciences médicales, spécialité Neurologie pédiatrique",Sciences de la Santé,Sciences Médicales,Neurologie,Neurologie pédiatrique
