Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
UCAD,473,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : langues romanes, Option : portugais",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Portugais
UCAD,468,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : lettres classiques",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Lettres classiques
UCAD,469,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : lettres modernes",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Philosophie,Lettres modernes
UCAD,474,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat langues, littératures et civilisations, Option : russe",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Russe
UCAD,466,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences humaines et sociales, Option : histoire-géographie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Histoire-Géographie
UCAD,470,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : mathématiques",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Mathématiques
UCAD,472,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : physique-chimie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Physique-Chimie
UCAD,475,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat sciences, technologies et ingénierie, Option : sciences de la vie et de la terre",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Science de la Vie et de la Terre
UCAD,471,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement moyen et secondaire (CAIEMS), Spécialité : inspectorat, sciences humaines et sociales, Option : philosophie",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l’Enseignement moyen et secondaire,Philosophie
UCAD,461,Autre Certificat,Mixte,Hybride,Non déterminée,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement élémentaire et de l'Education prescolaire (CAIEE), Spécialité : français",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l'Enseignement élémentaire et de l'Education prescolaire,Français
UCAD,460,Autre Certificat,Mixte,Hybride,Non déterminée,"Certificat d’Aptitude à l’Inspectorat de l’Enseignement élémentaire et de l'Education prescolaire (CAIEE), Spécialité : français/arabe",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Inspectorat de l'Enseignement élémentaire et de l'Education prescolaire,Français/Arabe
UCAD,459,Doctorat,Initiale,Présentielle,Non Payante,Doctorat en Education et Formation,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,457,Doctorat,Initiale,Présentielle,Non Payante,Doctorat en didactique des mathématiques,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,458,Diplôme de Licence,Continue,Hybride,Payante,"Licence professionnelle en Santé publique, spécialité éducation et promotion de la santé",Sciences de l'Education et de la Formation,Education à la santé,Education et promotion de la santé,aucune
UCAD,341,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité entrainement sportif et performance",Sciences de l'Education et de la Formation,"Science et Techniques des Activités Physiques, sportives, de jeunesse et du loisir",Entrainement Sportif et performance,aucune
UCAD,43,Diplôme de Master,Mixte,Hybride,Non Payante,"Maste en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Espagnol",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Espagnol
UCAD,40,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Allemand",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Allemand
UCAD,519,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Anglais",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Anglais
UCAD,42,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Arabe",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Arabe
UCAD,44,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Italien",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Italien
UCAD,45,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Lettres classiques",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Lettres modernes
UCAD,46,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Lettres modernes",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Lettres Classique
UCAD,47,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Portugais",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Portugais
UCAD,48,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Langues, Littérature et Civilisations, Spécialité : enseignement, Option : Russe",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Enseignement,Russe
UCAD,488,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : Développement intégré de la petite enfance",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Développement intégré de la petite enfance ,aucune
UCAD,489,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : didactique des disciplines",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Didactique des disciplines,aucune
UCAD,492,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : sciences de l'éducation",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Sciences de l'education,aucune
UCAD,490,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : éducation au développement durable",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Education au Développement durable,aucune
UCAD,491,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Sciences de l'Education et de la Formation, mention sciences et technologies éducatives, Spécialité : éducation inclusive",Sciences de l'Education et de la Formation,Sciences et technologies éducatives,Education inclusive,aucune
UCAD,485,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en administration et gestion de l'éducation et de la formation, Spécialité : pilotage des systèmes éducatifs",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Pilotage des Systèmes educatifs,aucune
UCAD,486,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en administration et gestion de l'éducation et de la formation, Spécialité : politique sectorielle",Sciences de l'Education et de la Formation,"Encadrement,gestion et Administration de l'éducation et de le formation",Politique sectorielle,aucune
UCAD,37,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en lettres, langues et arts, mention littérature et civilisations, spécialité études germaniques interculturelles",Sciences de l'Education et de la Formation,"Langues, Littératures et Civilisations",Etude germanique interculturelle,aucune
UCAD,342,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master professionnel en Sciences et Techniques des Activités Physiques, sportives, de jeunesse et du loisir, spécialité activités socio-éducatives",Sciences de l'Education et de la Formation,"Science et Techniques des Activités Physiques, sportives, de jeunesse et du loisir",Activités socioéducatives,aucune
UCAD,487,Diplôme de Master,Initiale,Hybride,Payante,"Master professionnel en sciences et technologies de la formation,spécialité ingénierie et conseil en formation",Sciences de l'Education et de la Formation,Sciences et technologies de la formation,Ingénierie et Conseil en formation,aucune
UCAD,188,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,Diplôme Universitaire en sciences de la santé mention Analyse des Risques et Management de la Qualité Sanitaire et Phytosanitaire,Sciences de la Santé,Sciences pharmaceutiques,Analyse des risques sanitaires,aucune
UCAD,733,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme Universitaire en sciences de la santé mention sciences médicales, spécialité Hypertension artérielle",Sciences de la Santé,Médecine,Cardiolgie,aucune
UCAD,734,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme Universitaire en sciences de la santé mention sciences médicales, spécialité échographie cardiaque",Sciences de la Santé,Médecine,Cardiolgie,aucune
UCAD,587,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme d' Etat de Docteur en sciences de la santé, mention chirurgie dentaire",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,588,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme d'Etat de Docteur en sciences de la santé, mention pharmacie",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,714,Autre,Continue,Présentielle,Payante,"Diplôme d'Université en sciences de la santé mention sciences médicales, spécialité Neurologie pédiatrique",Sciences de la Santé,Sciences Médicales,Neurologie,Neurologie pédiatrique
